"CountryName"	"CountryCode"	"Adolescent fertility rate (births per 1,000 women ages 15-19)"	"Age dependency ratio (% of working-age population)"	"Age dependency ratio, old (% of working-age population)"	"Age dependency ratio, young (% of working-age population)"	"Business extent of disclosure index (0=less disclosure to 10=more disclosure)"	"Cost of business start-up procedures (% of GNI per capita)"	"Cost to export (US$ per container)"	"Cost to import (US$ per container)"	"Depth of credit information index (0=low to 8=high)"	"Diabetes prevalence (% of population ages 20 to 79)"	"Distance to frontier score (0=lowest performance to 100=frontier)"	"Documents to export (number)"	"Documents to import (number)"	"Ease of doing business index (1=most business-friendly regulations)"	"Fixed broadband subscriptions"	"Fixed telephone subscriptions"	"Fixed telephone subscriptions (per 100 people)"	"Foreign direct investment, net inflows (% of GDP)"	"Foreign direct investment, net inflows (BoP, current US$)"	"GDP at market prices (current US$)"	"GDP growth (annual %)"	"GDP per capita (current US$)"	"GDP per capita growth (annual %)"	"Immunization, DPT (% of children ages 12-23 months)"	"Immunization, measles (% of children ages 12-23 months)"	"Improved sanitation facilities (% of population with access)"	"Improved sanitation facilities, rural (% of rural population with access)"	"Improved sanitation facilities, urban (% of urban population with access)"	"Improved water source (% of population with access)"	"Improved water source, rural (% of rural population with access)"	"Improved water source, urban (% of urban population with access)"	"Incidence of tuberculosis (per 100,000 people)"	"Internet users (per 100 people)"	"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)"	"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)"	"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)"	"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)"	"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)"	"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)"	"Labor force, female (% of total labor force)"	"Labor force, total"	"Land area (sq. km)"	"Lifetime risk of maternal death (%)"	"Lifetime risk of maternal death (1 in: rate varies by country)"	"Maternal mortality ratio (modeled estimate, per 100,000 live births)"	"Merchandise exports (current US$)"	"Merchandise exports by the reporting economy (current US$)"	"Merchandise exports by the reporting economy, residual (% of total merchandise exports)"	"Merchandise exports to high-income economies (% of total merchandise exports)"	"Merchandise imports (current US$)"	"Merchandise imports by the reporting economy (current US$)"	"Merchandise imports by the reporting economy, residual (% of total merchandise imports)"	"Merchandise imports from high-income economies (% of total merchandise imports)"	"Mobile cellular subscriptions"	"Mobile cellular subscriptions (per 100 people)"	"Mortality rate, infant (per 1,000 live births)"	"Mortality rate, neonatal (per 1,000 live births)"	"Mortality rate, under-5 (per 1,000)"	"Number of maternal deaths"	"Population ages 65 and above (% of total)"	"Population density (people per sq. km of land area)"	"Population growth (annual %)"	"Population, ages 0-14 (% of total)"	"Population, ages 15-64 (% of total)"	"Population, female (% of total)"	"Population, total"	"Private credit bureau coverage (% of adults)"	"Procedures to build a warehouse (number)"	"Procedures to register property (number)"	"Proportion of seats held by women in national parliaments (%)"	"Public credit registry coverage (% of adults)"	"Ratio of female to male labor force participation rate (%) (modeled ILO estimate)"	"Refugee population by country or territory of asylum"	"Refugee population by country or territory of origin"	"Rural population"	"Rural population (% of total population)"	"Rural population growth (annual %)"	"Secure Internet servers"	"Secure Internet servers (per 1 million people)"	"Start-up procedures to register a business (number)"	"Strength of legal rights index (0=weak to 12=strong)"	"Surface area (sq. km)"	"Tax payments (number)"	"Time required to build a warehouse (days)"	"Time required to enforce a contract (days)"	"Time required to get electricity (days)"	"Time required to register property (days)"	"Time required to start a business (days)"	"Time to export (days)"	"Time to import (days)"	"Time to prepare and pay taxes (hours)"	"Total tax rate (% of commercial profits)"	"Tuberculosis case detection rate (%, all forms)"	"Urban population"	"Urban population (% of total)"	"Urban population growth (annual %)"
"Indonesia"	"IDN"	50.001	49.4575863428369	7.63521269973153	41.8223736431054	10	21.1	571.8	646.8	6	6.03	56.73	4	8	120	3009185	29637557	11.723149327676	2.96545782281228	26349225590.9816	888538201025.345	5.02466495739111	3491.92971737141	3.70945560048111	78	77	60.6	47.5	72.3	86.8	78.7	94	399	17.14	40.2000007629395	60	50.2999992370605	53.5	51.4000015258789	86.099998474121	84	69.9000015258789	67.6999969482422	37.9707107574531	124061112	1811570	0.336565117775161	300	133	176292685954	1.76292e+11	0.0280580281578291	60.5020321699226	178178822189	1.78179e+11	0.124750004770484	59.109777790312	3.19e+08	126.180596988093	23.6	14	28.2	6800	5.10861501684987	140.460914013811	1.26019335881402	27.9827706752671	66.908614307883	49.6315612513277	254454778	0	17	5	16.9	46.4	61.1904780069987	4270	9562	119586112	46.997	-0.325147436029498	1586	6.23293463956884	13	4	1910930	65	210.2	471	81.3	27.4	52.5	17	26	253.5	31.4	32	134868666	53.003	2.6872278578043
"Iran, Islamic Rep."	"IRN"	27.0988	39.8373906922639	6.94955128051989	32.887839411744	7	3.1	1350	1555	7	10.01	56.74	7	11	119	7425807	30588405	38.9809079423784	0.495030555688068	2105494000	425326068422.881	4.34334340221696	5442.87477076039	3.01981902655648	99	99	89.9	82.3	92.8	96.2	92.1	97.7	22	39.35	13.3000001907349	48.4000015258789	31	17.7999992370605	16.7000007629395	77.1999969482422	74	47.5	45.4000015258789	18.3351551921502	27133460	1628550	0.0518115655672046	1900	26	8.88e+10	86286869556	25.6194187809338	17.7292120053487	5.2e+10	96317772031	1.6171608096871	54.0617845130565	68891151	87.7927311076041	13.9	9.8	16.1	350	4.96973752593365	47.9835706610175	1.27654529687566	23.5186306387248	71.5116318353416	49.6227293930649	78143644	33.8	15	7	3.1	45	22.5675685985669	982027	82170	21212092	27.145	-0.675182863426367	167	2.13708999800419	8	2	1745150	20	97	505	110	12	15	25	37	344	44.1	60	56931552	72.855	2.01359082423708
"Ireland"	"IRL"	10.7732	52.3249551137322	19.3482021881581	32.9767529255742	9	0.3	1160	1121	7	5.37	78.85	2	2	19	1258758	2022522	43.2408591207823	34.5936631504769	86765614578.491	250813607686.108	5.19936889535026	54374.3522391259	4.87038703100617	96	93	90.5	92.9	89.1	97.9	97.8	97.9	7.4	79.69	39.4000015258789	41.4000015258789	40.4000015258789	62.7999992370605	53.0999984741211	77	68	69.9000015258789	60.4000015258789	44.4553268918203	2182924	68890	0.0165377854080699	6000	8	117466634250	1.10979e+11	0.749756981050469	92.4557848782202	70760161200	70142303300	1.92119567878519	88.5428802278867	4876384	104.255495644961	3.1	2.3	3.7	5	12.7019287451734	66.9577442299318	0.313212277361193	21.6489517800873	65.6491194747393	50.106734223655	4612719	100	10	5	15.7	0	78.0882330501781	5853	10	1708920	37.048	-0.453118345004154	3575	775.030952459927	4	7	70280	9	149.5	650	85	31.5	6	8	9	80	25.9	85	2903799	62.952	0.766967287911303
"Israel"	"ISR"	10.0612	63.4126105754618	18.0263264679345	45.3862841075273	7	3.5	620	565	7	5.46	70.59	4	4	50	2048000	2900000	37.0744097466322	2.20430312872026	6.738e+09	305674837195.003	2.5544230527243	37207.9944974624	0.609517923074193	94	96	100	100	100	100	100	100	5.8	71.45	46.9000015258789	47.9000015258789	47.4000015258789	66.6999969482422	57.7000007629395	75.4000015258789	68.599998474121	71	63	46.8403263107068	3738155	21640	0.0167008448171209	6000	5	68120300000	68955600000	5.34401846985597	72.572205883206	75338100000	72275700000	17.0732348493339	63.848707103494	9500000	121.450652618278	3.3	2.2	4.1	9	11.0311716770475	379.634935304991	1.91467495311992	27.7740376797834	61.1947906431691	50.4556404995136	8215300	100	15	6	22.5	0	84.1107901550558	330	971	650980	7.92400000000001	1.11016739067445	2089	254.281645222938	5	6	22070	33	209	975	102	81	13	10	10	235	29.2	80	7564320	92.076	1.9842137246051
"Jamaica"	"JAM"	60.5584	49.4974088966069	13.3902883478083	36.1071205487986	4	4.9	1580	2180	6	10.53	64.68	6	7	71	151554	253595	9.06072772369381	4.28404098063232	595111532.364143	13891359467.7216	0.687750717694243	5104.76775679784	0.446581300390037	92	92	81.8	84.1	79.9	93.8	89.4	97.5	4.7	40.5	31.1000003814697	40.4000015258789	35.7999992370605	61.5	56.0999984741211	74.3000030517578	70.9000015258789	67.8000030517578	63.2999992370605	44.8667295310582	1306516	10830	0.199065557892332	500	90	1.455e+09	1451996337	1.82900055070869	89.7521026597466	5.91e+09	5820169199	2.46760736482844	76.4121976207173	2880589	102.920927513821	13.9	12	16.2	44	8.95688249312597	251.269806094183	0.239809415391168	24.1523284761512	66.8907890307229	50.2100204038298	2721252	10.1	17	8	12.7	0	79.1255250589018	22	1692	1236646	45.444	-0.243104555294181	155	56.9590761899302	2	10	10990	36	159.5	655	95	18	15	20	17	368	41.1	66	1484606	54.556	0.643854743625485
"Japan"	"JPN"	4.1584	62.984931959594	41.8959649589281	21.0889670006659	7	7.5	829.3	1021.3	6	5.12	74.72	3	5	30	37224662	63610245	50.0868828085157	0.197107932918255	9069845068.92656	4601461206885.08	-0.104499999999959	36194.4156134427	0.0580123470721503	98	98	100	100	100	100	100	100	18	90.58	43.5	42.0999984741211	42.7999992370605	65.4000015258789	48.7000007629395	84.6999969482422	70.099998474121	75.099998474121	59	42.7076465918193	65302348	364560	0.00759089647579449	13200	6	683845620000	6.9019e+11	0.215281919519265	61.1586413272261	822251112000	8.12206e+11	0.0072155413875261	57.869612603185	152695677	120.232998305005	2.1	1	2.8	57	25.7054221977529	348.726684222076	-0.162550165733791	12.9392124413157	61.3553653609314	51.3501682927038	127131800	100	12	6	8.1	0	69.472185196863	2560	263	8872528	6.979	-7.48221937096803	115904	911.683780139981	8	4	377962	14	197	360	97.7	13	10.2	11	11	330	51.3	84	118259272	93.021	0.408843226044034
"Jordan"	"JOR"	23.7632	65.6275773551229	6.25198354503681	59.3755938100861	4	21.4	825	1235	0	11.45	57.81	5	7	107	349844	375483	5.0032299276784	4.91368571862505	1760422535.21127	35826925774.6479	3.09633027522935	5422.57087553321	0.802526650216691	98	98	98.6	98.9	98.6	96.9	92.3	97.8	5.5	44	10.5	39.7999992370605	25.2999992370605	16.7000007629395	15.8000001907349	70	66.9000015258789	43.9000015258789	41.7999992370605	18.3731928865218	1771679	88780	0.211368656102752	470	59	8.215e+09	8379263521	9.80905561467567	45.0657946415663	2.2866e+10	22726952394	0.47663578898871	66.1172840141133	11092484	147.804955007534	15.8	11	18.5	120	3.7747285190848	74.419914395134	2.25003752532381	35.8488571392742	60.376414341641	48.7472025326577	6607000	0	16	7	12	2.2	23.6173390588384	2771502	1716	1093657	16.553	0.834445345247514	201	30.4222794006357	7	0	89320	25	63	689	50	21	12	12	15	151	29	94	5513343	83.447	2.53323974056616
"Kazakhstan"	"KAZ"	28.586	48.9488913591498	10.0272834312492	38.9216079279005	7	0.5	5285	5265	7	5.01	69.34	10	12	53	2148000	4338200	26.1229112419565	3.48722852796999	7597703264.25121	217872250221.411	4.39999999999998	12601.7034780684	2.86721567118168	95	99	97.5	98.1	97	92.9	85.6	99.4	99	54.89	44.2000007629395	50.5	47.4000015258789	75.3000030517578	67.9000015258789	82.8000030517578	78.1999969482422	78.9000015258789	72.6999969482422	49.3224426422297	9284749	2699700	0.0353457842337509	2800	12	78237800000	55391357123	0.0230824594190013	65.6579885070302	41212800000	48178365393	0.000366872499014062	58.7652217155191	28003000	168.622904317115	13.5	7.5	15.1	47	6.73203151277592	6.40408600955662	1.47906871521046	26.1308486985757	67.1371197886484	51.7158416016559	17289111	51.7	25	4	25.2	0	86.8286498410217	633	2212	8075744	46.71	1.63118801953543	250	14.4599684737983	6	3	2724902	6	154	370	88	11	10	79	67	188	28.9	89	9213367	53.29	1.34592242619391
"Kenya"	"KEN"	91.531	81.428132192878	5.00124979683977	76.4268823960383	3	42.7	2255	2350	0	4.54	53.6	8	9	129	84631	179990	0.395183065552657	1.54969050319197	944327305.005736	60936509777.9628	5.32805778559964	1358.26221855626	2.5795531040695	81	79	30.1	29.7	31.2	63.1	56.8	81.6	246	43.4	35.5	43.0999984741211	39.2999992370605	63.0999984741211	62.4000015258789	73	72.5	68	67.4000015258789	46.5411936347344	17500228	569140	2.46034599373976	41	525	6132542815.44425	6658027685	0.607132691957995	40.9838533740463	18285701057.6619	23011847257	0.0440143758437232	39.7471166578984	33632631	73.8432480759004	36.6	22.9	51.3	8200	2.75660104989831	78.8269722739572	2.64412139590371	42.1251552734876	55.1182436766141	50.0125324363861	44863583	4.9	15	9	19.1	0	86.0689676219019	551352	8556	33559306	74.803	2.08820549821105	350	7.80142771922608	11	7	580370	30	131	465	145	72	30	26	26	201.5	37.1	80	11304277	25.197	4.31292686705993
"Kuwait"	"KWT"	10.1472	32.3209969341159	2.57532851779877	29.7456684163172	4	2	1085	1250	6	23.13	59.77	7	10	100	48000	494000	14.1979685408656	0.296935635077444	485823633.355925	163612438510.19	-1.6220334736164	43593.7020176514	-5.8011142864211	95	94	100	100	100	99	99	99	21	78.7	24.2999992370605	42.7000007629395	34.4000015258789	45.2999992370605	43.7999992370605	85.1999969482422	83.3000030517578	70.4000015258789	68.5	27.1552680091964	1992954	17820	0.00997497866366763	10000	4	108863331723.484	92036927577	-5.6857631461093e-10	58.3013030869154	33269840453.6202	31647809152	0.032122860204241	67.7366437296579	7600000	218.430285244086	7.7	3.4	9	3	1.94627351476277	210.612850729517	4.3408509000704	22.4799307030069	75.5737957822303	43.8435637966375	3753121	32	22	8	1.5	10.9	52.5810295707261	614	994	62827	1.67400000000001	3.38977097152716	746	198.76790543124	12	2	17820	12	216	566	64	49	31	15	20	98	12.8	92	3690294	98.326	4.35712153809541
"Kyrgyz Republic"	"KGZ"	39.9964	54.516023008701	6.53924252652889	47.9767804821721	7	2.3	4760	6000	5	6.3	65.4	9	11	67	233903	443095	7.87722343851528	2.8430627550921	210512100	7404412710.30546	3.60303614409068	1269.13933535111	1.5679828476468	96	96	93.2	95.3	89.3	89.2	85.1	96.7	142	28.3	37.2999992370605	58.7999992370605	48.2000007629395	59.9000015258789	56.2999992370605	83	80	71.1999969482422	67.8000030517578	42.5683685018895	2727389	191800	0.264281600430643	380	77	1.5e+09	1128115420	11.5118177522031	20.8361763672106	5.5e+09	10597304040	-3.05143852678381e-09	27.7589398674707	7563444	134.460868104352	20.1	12.1	22.6	120	4.23208776345197	30.4181438998957	1.98382797777331	31.049707740942	64.7182044956061	50.5321105062156	5834200	38.2	11	3	23.3	0	70.3749990463256	482	2437	3758100	64.415	1.82561586519594	53	9.08436460868671	4	8	199949	51	142	410	125	5	10	63	73	225	29	77	2076100	35.585	2.27085746781448
"Lao PDR"	"LAO"	64.541	63.5995671128014	6.17453669452716	57.4250304182742	6	5.3	1950	1910	0	5.03	51.22	10	10	139	11287	920756	13.3557138294234	6.00847098550898	720840000	11997062176.6918	7.51527012283708	1793.47049417605	5.75828034012768	88	87	70.5	56	94.5	75.5	69.4	85.6	189	14.26	67.9000015258789	58.7999992370605	63.2999992370605	80	76.3000030517578	81.3000030517578	79.3000030517578	80.6999969482422	77.8000030517578	49.9475799586976	3377525	230800	0.728084551574893	140	213	2.65e+09	4685162224	88.3847651188727	10.2922138649199	3.3e+09	7948457882	0.773816123237369	10.4390037331327	4618586	66.9933325577907	52.3	30.7	69.1	380	3.77417667020466	28.9831022530329	1.64767691845082	35.1009672163007	61.1248561134947	50.2578296682762	6689300	0	11	4	25	3.5	96.2168980018299	0	7482	4177401	62.449	-0.070090796650697	14	2.09289462275574	6	6	236800	35	83	443	134	53	73	23	26	362	25.8	34	2511899	37.551	4.57140637703811
"Latin America & Caribbean (all income levels)"	"LCN"	64.6466763255223	50.6910178021337	11.1211033277968	39.3223075162421	4.03030303030303	30.0333333333333	1287.27575757576	1665.92121212121	4.66666666666667	9.09101133032782	58.9748484848485	5.63636363636364	6.6969696969697	101.212121212121	61549118	110691369	17.7919504293491	3.49936191562159	214679184153.674	6181225663720.57	1.35046099455958	9869.90278226133	0.252772696440104	88.0540331336004	92.3743240111628	83.0157100114285	63.8723453761262	87.9243200478006	94.5717035025124	83.6783213410022	97.3858370900393	42	50.153320418858	42.7103357008141	62.256447832425	52.6016064650441	58.37574070797	53.7561093530334	83.7238341334287	79.5608281937024	70.7604520222374	66.2440405523353	41.4854101586262	306052505	20041653.4	0.155002076577968	650	69	1218553918616.86	1079089931485.87	2.21464418340294	68.9040674798532	1257503341392.82	1204722931329.3	1.74986386737323	63.6235327670454	713608783	114.721427320709	15.5573155199873	9.75083289571181	18.3528821758256	7500	7.39221692333486	31.2484281860697	1.09492063769969	26.1376069833365	66.4701760933286	50.5687807375728	626270167	38.3848484848485	14.1121212121212	6.98181818181818	27.5397527341893	13.5272727272727	67.9861882362193	92956	204653	127659951	20.3851926172019	-0.250209077314153	30928	49.3992196063726	8.23030303030303	4.81818181818182	20425333.4	29.7151515151515	178.169696969697	729.121212121212	64.0151515151515	61.5121212121212	29.0424242424242	16.7090909090909	18.4909090909091	363.272727272727	47.6848484848485	78	498578686	79.614807382798	1.44520756096576
"Latin America & Caribbean (developing only)"	"LAC"	64.5664060415407	50.268151586061	10.4582112455748	39.5472857548684	3.8695652173913	37.5652173913044	1275.30869565217	1588.27826086956	4.8695652173913	9.40151522987306	59.1004347826087	5.73913043478261	6.52173913043478	100.739130434783	48589194	87294016	16.7222391341901	3.44137180390172	161646786696.769	4774530077043.51	1.76550654717794	9091.34019483498	0.650561102372535	88.0665452784345	92.3082651608944	80.499014622332	61.7026592295201	85.8749034206865	94.1109328822669	83.0355991011113	97.2871776478448	46	47.4660333270483	44.7066478117953	64.2957369774317	54.6105879127993	58.9183454324589	54.6916148485737	84.2031907296152	80.348491356614	71.2331657219192	67.0857303415378	41.639049420002	259343978	15476969	0.157015612215504	640	71	840012335087.4	821478449987.83	1.42423383355386	75.7127008470648	940345408459.913	981024721332.4	1.65851593626812	65.8620776528448	581162415	111.328786608161	16.2	10.2	19.2	6500	6.97188539951248	33.9325745241203	1.10773892623546	26.3638909681095	66.6642236323781	50.5260569591419	525173404	37.4695652173913	13.6826086956522	6.84347826086956	28.5263296317943	11.995652173913	68.5248217056752	82213	194820	116685403	22.2184524945955	-0.270872383481588	24540	46.7274233864288	8.0695652173913	4.69565217391304	15769281	28.9826086956522	152.2	739.130434782609	63.3695652173913	52.8	29.5173913043478	16.104347826087	16.8347826086957	393.695652173913	45.0478260869565	77	408488001	77.7815475054045	1.50856849055488
"Latvia"	"LVA"	13.978	51.2604077687021	29.1329367311019	22.1274710376002	5	3.6	600	801	6	4.98	77.51	5	5	22	505000	387000	18.9602623277225	2.80692866716263	878198412.973037	31286809075.2289	2.35920521753729	15719.2420207435	3.50583756506305	92	95	87.4	80.7	90.5	99.3	98.1	99.8	49	75.83	37.4000015258789	45.2999992370605	41.4000015258789	73	55.2000007629395	78.5	68	75.599998474121	60.9000015258789	49.9427912091735	1034806	62190	0.0278697999039511	3600	18	14529538800	14382765500	0.0243875213011017	88.7787769327116	17449183250	17612650100	0.00194292169580999	91.2343458182934	2535000	124.197067185469	7.2	5.4	8.2	4	19.2601216274228	32.0043576137643	-1.11397660288086	14.6287186694776	66.1111597030996	54.1718567937129	1990351	0	12	5	18	76.8	81.1764717102051	183	213	648436	32.579	-0.945035885315851	718	360.740392021307	4	9	64490	7	149	469	107	17.5	12.5	10	11	193	35	76	1341915	67.421	-1.19550944627833
"Lebanon"	"LBN"	12.6554	47.4697958932145	11.9936494345143	35.4761464587002	9	33.4	1080	1365	6	14.92	56.5	4	7	121	1132139	965723	19.4470343223825	6.4587238878713	2953635486.53741	45730945273.6318	1.99999999998306	10057.8883563669	0.803487483636502	81	79	80.7	80.7	80.7	99	99	99	16	74.7	19.1000003814697	42.4000015258789	30.2999992370605	26.2999992370605	23.7000007629395	76.4000015258789	71.1999969482422	51.9000015258789	47.7999992370605	24.5446443339475	1650523	10230	0.0288273700450178	3500	16	4.548e+09	3410334074	1.86195886159524	46.3689639039102	2.1135e+10	21549585892	0.419550821232924	64.9192747014718	4387275	88.3477845166066	7.3	5	8.6	13	8.13295068366613	444.454936461388	1.17998601933863	24.0565556968377	67.8104936194962	49.6785692903329	4546774	0	18	8	3.1	20.3	33.2865193521959	1606709	4272	560617	12.33	0.195332788373868	248	54.5441669192267	6	2	10450	20	244	721	75	25	15	22	30	183	30.3	73	3986157	87.67	1.31924956463513
"Liberia"	"LBR"	110.5554	83.932300022884	5.55555323135776	78.3767467915263	4	17.4	1320	1320	0	3.79	39.01	10	12	180	6000	10040	0.228344098180684	18.0311756772172	362967566.382382	2.013e+09	0.499999999999986	457.858586520261	-1.85130308873721	50	58	16.6	5.8	27.8	74.7	61.9	87.8	308	5.41	34.5	35.5	35	59.5	58.2999992370605	65.1999969482422	65	62.2999992370605	61.5999984741211	47.4085931774708	1554233	96320	3.6794075197764	27	741	582900000	903418303.8	1.28205449451169e-09	53.3902242667811	1045850000	12820206262	0.431118726376886	77.392896600028	3225258	73.3534491444261	54.7	24.7	72.9	1100	3.020433730599	45.6452865448505	2.36740833674657	42.6117363735325	54.3678298958684	49.6195201969543	4396554	0	22	10	11	1.7	89.6923065185546	38587	13548	2228701	50.692	1.60686389221385	11	2.50195948918175	4	4	111370	33	74	1280	465	44	4.5	15	29	143	33.3	20	2167853	49.308	3.15537719448659
"Lithuania"	"LTU"	11.6044	49.3841703842867	27.7926006613182	21.5915697229685	7	0.2	750	800	8	3.82	78.19	4	5	21	946461	586694	19.5025940011708	0.72577068153194	350938698.912631	48353937110.2561	3.03246998460926	16506.8642516568	4.03018141608453	93	93	92	82.1	97	96.6	90.4	99.7	62	72.13	28	36.9000015258789	32.5	71.8000030517578	56	76.3000030517578	67.6999969482422	74	61.2999992370605	50.0883061557821	1536133	62675	0.0151575549424054	6600	10	32364917000	32367022200	0.220494488368473	83.5872386802392	35147725950	34981558600	0.00990950700521388	89.1765374342125	4423483	147.043250860041	3.6	2.6	5.2	3	18.6047851102476	46.7383007578779	-0.963688184350911	14.4537263122095	66.9414885775429	53.9516620623026	2929323	97.7	12	3	24.1	28.8	82.7178766977094	1007	183	980679	33.478	-0.868066294425201	606	206.873738403037	3	6	65300	11	103	300	135	2.5	3.5	10	9	171	42.4	82	1948644	66.522	-1.01177650863163
"Low & middle income"	"LMY"	48.7666663827693	54.6377531322476	9.5327709212555	43.2605467235043	5.17054263565892	37.3186046511628	1778.7511627907	2189.29224806202	3.42635658914729	8.28692887254967	55.3019379844961	6.97674418604651	8.12403100775194	116.395348837209	359403535	541121278	9.268228267031	2.66923815568947	661790450205.84	25063122781869.4	4.85162314412841	4275.58426651255	3.45712369885381	84.7285547247234	83.2435464367396	60.168707518691	46.1359936446465	75.9639347459733	88.6203013509152	82.7923076520418	95.1402506856605	160	31.1365897393605	38.3753639347684	56.4987144531095	47.6958364381926	53.0369514199039	49.6667019958407	82.2634187477	78.7057942913368	67.8275209026378	64.2518320972228	38.4228419423177	2694522417	74639764	0.684461577971115	150	247	5734986673472.36	5624846758481.22	1.71510845397915	67.0363840733473	5798463973304.08	5939488606076.24	4.4464979050754	61.7948741435608	5242403076	89.793389109278	36.3	21.7	48.9	306000	6.23899717701939	78.5353661621974	1.34790084570082	28.3131138555306	65.4478872997489	49.2866580368128	5861917628	16.5433333333333	14.9587301587302	6.188	20.8624814043439	9.61782945736435	66.1073758281352	16942942	13315113	3106636311	53.013416769252	0.260749387840107	72639	12.4083460993311	7.49767441860465	4.81395348837209	76599979.5	30.9658914728682	158.764285714286	658.486821705426	109.349612403101	54.6432	24.7565891472868	25.693023255814	29.753488372093	301.778294573643	41.6364341085272	62	2753458168	46.9866402427076	2.60388992567799
"Low income"	"LIC"	98.1729029156041	86.9661406646867	6.31309542286282	79.4182916322234	5.3448275862069	84.1448275862069	2479.65517241379	3303.03448275862	0.689655172413793	5.82323465893125	45.9151724137931	7.96551724137931	9.79310344827586	154.724137931034	1295625	5580848	0.910131187527469	4.36255643090762	16845948815.984	398567364161.379	6.30953162760186	640.806627129689	3.4941427319114	78.4923122132651	76.9040614023641	27.7575809828288	22.7799916407255	39.5800657744526	64.9657564034542	55.8482690716626	86.6568764376493	238	6.2909866250761	61.3743743286649	65.8796437853008	63.6154544910842	73.9856005313601	72.1759948389566	84.1949737433168	83.333154978282	78.975629670619	77.6211824899223	47.3061172847294	271023398	13366211	2.55357287408462	39	512	67127029789.1695	56643191859.65	4.25709870887665	46.9144595265203	133562796373.549	167169392437.1	9.92413431476412	33.3593543842466	351032646	57.2468124852872	54.6	27.5	78.8	115000	3.39904607560509	46.5335758952182	2.72033645709146	42.7597579986137	53.8411959257812	50.2681537110161	621977594	2.79965517241379	14.1428571428571	6.20689655172414	22.3202683504341	1.19655172413793	88.2551690992886	2645861	6110670	436827643	70.2320549558028	2.12106739368025	710	1.15241563709272	8.03448275862069	5.10344827586207	14455816	39.6551724137931	175.464285714286	663.413793103448	150.241379310345	76.2758620689655	27.7241379310345	35.9310344827586	43.7241379310345	270.155172413793	50.6206896551724	56	185149951	29.7679450441972	4.16246601336483
"Lower middle income"	"LMC"	47.0522333569251	58.192541027419	8.11257065583196	49.262262256053	4.88235294117647	31.5607843137255	1685.54509803922	2044.26078431373	3.80392156862745	8.0830191231924	54.3788235294118	7.13725490196078	8	122.274509803922	64819071	114295508	4.02724106133692	2.10192283796149	119050182203.03	5765816087352	5.67775225007887	2002.63681469217	4.10502778012621	81.7408442070209	78.9747886004045	51.31494433591	41.5226011299279	66.955948050642	88.8889273894613	85.8847639426011	93.6458585736394	205	22.5551514519941	28.5248284106632	54.1583763067526	41.7338548652684	40.7669275056326	38.7649115077116	81.6050024258751	79.1609587908783	61.5331750654987	59.1544011662369	32.4309482969689	1169178262	20326854	0.788864395258006	130	258	1143014618447.74	1145680453945.39	2.4406039648272	59.7419143235621	1446598723013.84	1494297717353.9	2.34026281864343	55.1980856732896	2470833742	87.0638539322425	41.2	26.5	54.7	172000	5.15493519298018	141.640068896052	1.51070942824619	31.3025032768149	63.542561530205	49.0670236789402	2879112201	12.3490196078431	15.522	6.12448979591837	16.8735583684951	6.21176470588235	51.2814738151851	6192075	6213486	1768611207	61.4679711253518	0.773081786671611	16922	5.88147420181743	7.54117647058824	4.56862745098039	20523269.5	34.0196078431373	157.368	694.764705882353	102.458823529412	58.3979591836735	22.7607843137255	24.7647058823529	28.8823529411765	309.311764705882	38.6509803921569	58	1108677845	38.5320407821831	2.71212520032438
"Luxembourg"	"LUX"	6.1496	44.1244696484712	20.108649168414	24.0158204800572	6	2	1425	1420	0	4.53	68.32	5	4	57	178600	266400	49.6310275895603	10.9243338291395	7087048297.0715	64873963098.4868	4.06929338108021	116664.262487523	1.68986726864364	99	99	97.6	98.5	97.5	100	100	100	6.6	94.67	25.3999996185303	29.5	27.5	62.0999984741211	50.5999984741211	74.9000015258789	64.3000030517578	68.599998474121	57.4000015258789	44.196992481203	266000	2590	0.0159635727384986	6300	10	19150593200	19124501900	0.969755975709882	92.9991290387542	26379493100	26625171400	0.0474393190197454	89.7076711401002	796400	148.371435331554	1.6	1	2	1	13.9523476704763	214.700386100386	2.31292952366768	16.6632229734464	69.3844293560773	49.8868971365841	556074	0	11	7	28.3	0	78.6936175312325	1108	2	56319	10.128	-0.644238613412299	1471	2645.33137675921	6	3	2590	23	157	321	56	26.5	18.5	8	7	55	20.2	65	499755	89.872	2.65173196473906
